ID	Reviews	Labels
2457	略偏黄的膏体，干皮上脸不觉得油腻，轻微酒精味，防晒效果不错	O O O O O O O O O O O O O O O O O B-neu I-neu I-neu I-neu I-neu O B-gongxiao I-gongxiao I-gongxiao I-gongxiao B-pos I-pos
2458	很不错，物流很快！很喜欢！赞赞赞赞赞！一直在用云南白药牙膏！喜欢！	B-pos I-pos I-pos O B-wuliu I-wuliu B-pos I-pos O B-pos I-pos I-pos O B-pos O O O O O O O O O O O O O O O O O O O
2459	多次购买了，感谢做活动这么便宜，以后双十一还来买，效果好，虽然没有美白，夏天没变黑球，就很好了	O O O O O O O O O B-jiage I-jiage B-pos I-pos I-pos I-pos O O O O O O O O O O O O B-pos O O O B-neu I-neu I-neu I-neu O O O O O O O O O O O O
2460	很好用，用一段时间了	B-pos I-pos I-pos O O O O O O O
2461	东西不错，是正品，价格便宜，送货快	O O B-pos I-pos O B-pos I-pos I-pos O B-jiage I-jiage B-pos I-pos O B-wuliu I-wuliu B-pos
2462	帮同事买的，据说挺好碰到活动买来试试	O O O O O O O O B-pos I-pos O O B-jiage I-jiage O O O O
2463	真快呀，上午买的下午就送到了。支持**买的	B-pos I-pos O O O O O O O O O O O O O O O O O O O
2464	习惯5星，看不出来好也看不出来坏，稍微偏硬，贴合度不是特别好	O O O O O O O O O O O O O O O O O B-neg I-neg I-neg I-neg O B-shiyongtiyan I-shiyongtiyan I-shiyongtiyan B-neg I-neg I-neg I-neg I-neg
2465	喜欢这款，特别好用，涂抹均匀	B-pos I-pos O O O B-pos I-pos I-pos I-pos O B-pos I-pos I-pos I-pos
2466	这款气垫挺好用的，细腻，易推开!而且价格也实惠!会回购的!	O O O O B-pos I-pos I-pos I-pos O B-pos I-pos O B-pos I-pos I-pos O O O B-jiage I-jiage O B-pos I-pos O O O O O O
2467	感谢客服的耐心，物流超快，虽然还没用，相信效果非常好。	O O B-fuwu I-fuwu O B-pos I-pos O B-wuliu I-wuliu B-pos I-pos O O O O O O O O O O O O O O O
2468	挺好的哟，不错不错，值得购买	B-pos I-pos I-pos O O B-pos I-pos O O O O O O O
2469	这款隔离挺轻薄的，用起来自然不厚重	O O O O B-pos I-pos I-pos I-pos O O O O B-pos I-pos B-pos I-pos I-pos
2470	不错很好用，下次还会光顾	B-pos I-pos B-pos I-pos I-pos O O O O O O O
2471	很好，不油腻，很适合我用，平价	B-pos I-pos O B-pos I-pos I-pos O B-pos I-pos I-pos O O O B-pos I-pos
2472	买给老妈和老姨的，老妈用这个挺长时间了，比较适合她的皮肤。双十一价格实惠！所以囤了两瓶	O O O O O O O O O O O O O O O O O O O O B-pos I-pos I-pos I-pos O O O O O O O O B-jiage I-jiage B-pos I-pos O O O O O O O
2473	第一次使用隔离霜感觉美白效果和隔离效果都很不错。	O O O O O O O O O O B-gongxiao I-gongxiao I-gongxiao I-gongxiao O B-gongxiao I-gongxiao I-gongxiao I-gongxiao O B-pos I-pos I-pos O
2474	货收到了使用一下没有还可以就是有点小贵	O O O O O O O O O O B-pos I-pos I-pos O O B-neg I-neg I-neg I-neg
2475	还行，就是刚开始的味道不喜欢	B-pos I-pos O O O O O O O B-qiwei I-qiwei B-neg I-neg I-neg
2476	一如既往的好 用三个双十一了 跟实体店一样 每次都这样备一年的 超划算	B-pos I-pos I-pos I-pos I-pos I-pos O O O O O O O O O O O O O O O O O O O O O O O O O O B-pos I-pos I-pos
2477	昨天用了一片不错。赠品是钥匙扣儿之类的就好了。	O O O O O O B-pos I-pos O O O O O O O O O O O O O O O
2478	很棒很服帖不会浮粉，很显白哦，	B-pos I-pos B-pos I-pos I-pos B-pos I-pos I-pos I-pos O B-pos I-pos I-pos O O
2479	刚买了几天就掉价了，客服不处理退差价，申请了退货，才处理了差价，特别不愉快。都影响心情了	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-neg I-neg I-neg I-neg I-neg O O O O O O O
2480	一点也不刺激，很好用	B-pos I-pos I-pos I-pos I-pos I-pos O B-pos I-pos I-pos
2481	个人情况：混油 吸收情况：有点厚重夏天用	O O O O O O O O B-shiyongtiyan I-shiyongtiyan I-shiyongtiyan I-shiyongtiyan O B-neu I-neu I-neu I-neu O O O
2482	性价比不错，挺优惠的。以后会考虑回购	B-qita I-qita I-qita B-pos I-pos O B-pos I-pos I-pos I-pos O O O O O O O O
2483	总体来说不错、我这是第三次购买了、需要的亲们可以放心购买、好评	O O O O B-pos I-pos O O O O O O O O O O O O O O O O O O O O O O O B-pos I-pos
2484	一直用的这个牌子的面膜，真的不错哦！	O O O O O O O O O O O O B-pos I-pos I-pos I-pos O O
2485	非常好，总买这个牌子，大牌子放心，****更放心。	B-pos I-pos I-pos O O O O O O O O O O O O O O O O O O O O O O
2486	很滋润，双十一囤货。	B-pos I-pos I-pos O O O O O O O
2487	使用后好清淡的香味，也不是那种特别厚重的百，很薄很透，非常喜欢，后期用后再追加评价	O O O B-pos I-pos I-pos O B-qiwei I-qiwei O O B-pos I-pos I-pos I-pos I-pos I-pos I-pos I-pos I-pos I-pos O B-pos I-pos B-pos I-pos O B-pos I-pos I-pos I-pos O O O O O O O O O O
2488	效果不错哦，而且不伤皮肤，不觉得油腻，卖家服务好，性价比不错哦！	O O B-pos I-pos O O O O B-pos I-pos I-pos I-pos O B-pos I-pos I-pos I-pos I-pos O B-fuwu I-fuwu I-fuwu I-fuwu B-pos O B-jiage I-jiage I-jiage O O O O
2489	非常好！！！！	B-pos I-pos I-pos O O O O
2490	用这款隔离三年了，很好推开而且滋润度也很好！价格也不高，会无限回购	O O O O O O O O O B-pos I-pos I-pos I-pos O O B-shiyongtiyan I-shiyongtiyan I-shiyongtiyan O B-pos I-pos O B-jiage I-jiage O B-pos I-pos O O O O O O
2491	收到了，还没用，查防伪是正品，用过后再来追评。	O O O O O O O O O O O B-pos I-pos I-pos O O O O O O O O O
2492	一直用的这款，超级好用，超级服帖，好评	O O O O O O O B-pos I-pos I-pos I-pos O B-pos I-pos I-pos I-pos O B-pos I-pos
2493	用着还行  不是特别白  能接受	O O B-pos I-pos O O B-pos I-pos I-pos I-pos I-pos O O B-pos I-pos I-pos
2494	洗的挺干净的	O O B-pos I-pos I-pos I-pos
2495	物流很快。买一送一，超级实惠。	B-wuliu I-wuliu B-pos I-pos O O O O O O B-pos I-pos I-pos I-pos O
2496	第二次购买了，第一次买的效果不错	O O O O O O O O O O O O B-gongxiao I-gongxiao B-pos I-pos
2497	看着还行  还没用	O O B-pos I-pos O O O O O
2498	质量还不错，快递也很快，送货上门哦，不错的选择！喜欢这个	B-qita I-qita B-pos I-pos I-pos O B-wuliu I-wuliu O B-pos I-pos O O O O O O O O O O O O O B-pos I-pos O O
2499	还可以，送了两个替换装，不知道替换装会不会更好	B-pos I-pos I-pos O O O O O O O O O O O O O O O O O O O O
2500	还没试，先好评	O O O O O B-pos I-pos
2501	果然一分价钱一分货，洗在脸上一点感觉都没有，失望	O O O O O O O O O O O O O O O O O O O O O O B-neg I-neg
2502	宝贝收到了，非常满意，保湿效果不错，很服帖，下次还会光顾的	O O O O O O B-pos I-pos I-pos I-pos O B-gongxiao I-gongxiao I-gongxiao I-gongxiao B-pos I-pos O B-pos I-pos I-pos O O O O O O O O
2503	效果很好，值得购买。棒棒哒	B-gongxiao I-gongxiao B-pos I-pos O O O O O O B-pos I-pos I-pos
2504	还不错，易涂开，谢谢卖家送两小瓶卸妆水	B-pos I-pos I-pos O B-pos I-pos I-pos O O O O O O O O O O O O
2505	懒得拍照，所以只能截图了，用着不错，容易推开，很润，也显白	O O O O O O O O O O O O O O O B-pos I-pos O B-pos I-pos I-pos I-pos O B-pos I-pos O O B-pos I-pos
2506	用了两贴，没觉出什么来。主要是便宜。	O O O O O O O O O O O O O O O B-pos I-pos O
2507	面膜正在使用中，效果挺好的，会持续关注的	O O O O O O O O O O B-pos I-pos O O O O O O O O
2508	很不错，第二次购买了！继续支持！	B-pos I-pos I-pos O O O O O O O O O O O O O
2509	我觉得还不错。我是干皮，用起来特别滋润，防晒效果还待观察！！！！！！！！！！！！！！！！！！！！！！！哈哈哈哈哈哈哈哈哈哈哈	O O O O B-pos I-pos O O O O O O O O O B-pos I-pos I-pos I-pos O B-gongxiao I-gongxiao I-gongxiao I-gongxiao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
2510	很好用，很喜欢，2个换用，很喜欢，物有所值，包装和快递都好，下次再买	B-pos I-pos I-pos O B-pos I-pos I-pos O O O O O O O O O O B-pos I-pos I-pos I-pos O B-baozhuang I-baozhuang O B-wuliu I-wuliu O B-pos O O O O O
2511	快递小个很是给力，手机没有电了，还在那里等我来拿货，**快递就是好，下次还会回购的哦?。	B-wuliu I-wuliu I-wuliu I-wuliu B-pos I-pos I-pos I-pos O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
2512	很不错，用后不紧绷，赞	B-pos I-pos I-pos O O O B-pos I-pos I-pos O O
2513	到货还没有用，应该好用。看上去很大气。	O O O O O O O O O O O O O O O B-pos I-pos I-pos O
2514	效果还不错，活动购买的，价格很实惠	O O B-pos I-pos I-pos O B-jiage I-jiage O O O O B-jiage I-jiage B-pos I-pos I-pos
2515	是正品，和实体店买的一样的，网购比较优惠了，还送了一个漂亮的晚宴包，大气上档次，很喜欢	B-pos I-pos I-pos O O O O O O O O O O O O O B-pos I-pos I-pos I-pos O O O O O O O O O O O O O O B-pos I-pos I-pos I-pos I-pos O B-pos I-pos I-pos
2516	清洁能力：泡沫很多，一搓就有，洗的挺干净的，味道也好闻，很温和	B-gongxiao I-gongxiao I-gongxiao I-gongxiao O B-shiyongtiyan I-shiyongtiyan B-pos I-pos O O O O O O O O B-pos I-pos I-pos I-pos O B-qiwei I-qiwei O B-pos I-pos O B-pos I-pos I-pos
2517	买一送一的活动，**联名款，看起来不错的样子，买来给媳妇备用的	O O O O O B-jiage I-jiage O O O O O O O B-pos I-pos I-pos I-pos I-pos O O O O O O O O O O O O
2518	这个很好！很细！也润！	O O B-pos I-pos O B-pos I-pos O O B-pos O
2519	非常好，每年双11购买的必须品。	B-pos I-pos I-pos O O O O O O O O O O O O O
2520	卸妆水收到了，最喜欢的就是**快递的速度，产品也不错，会继续光顾	O O O O O O O B-pos I-pos I-pos O O O O O B-wuliu I-wuliu I-wuliu I-wuliu I-wuliu O O O O B-pos I-pos O O O O O O
2521	喜欢**购物，方便快捷，正品，而且价位合适。这个第一次使用，期待效果！	O O O O O O O O O O O O B-pos I-pos O O O O O O O O O O O O O O O O O O O O O
2522	好香，上午下单下午就到了	B-pos I-pos O O O O O O O O O O
2523	非常非常好用啊 色号上脸正正好 稍微白了一点点 过几个小时暗沉下来正好和肤色完美融合 也不怎么容易脱妆 总之很满意	O O B-pos I-pos I-pos I-pos O O O O O O O O O O O O B-neu I-neu I-neu I-neu I-neu O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-pos I-pos I-pos
2524	很好用！！！！	B-pos I-pos I-pos O O O O
2525	宝贝已收到，物流也很快。	O O O O O O B-wuliu I-wuliu O B-pos I-pos O
2526	宝贝物美价廉非常好虽然还没用，应该不错	O O B-pos I-pos I-pos I-pos B-pos I-pos I-pos O O O O O O O O B-pos I-pos
2527	送货速度快包装很好	B-wuliu I-wuliu I-wuliu I-wuliu B-pos B-baozhuang I-baozhuang B-pos I-pos
2528	用了几天才来评价，真心不错直得购买	O O O O O O O O O B-pos I-pos I-pos I-pos O O O O
2529	很喜欢，活动价格超值，真的很美丽啊，越来越觉得**好了	B-pos I-pos I-pos O B-jiage I-jiage I-jiage I-jiage B-pos I-pos O O O O O O O O O O O O O O O O O
2530	活动价格，相当的便宜，没用过这个品牌的，但也就追求个基础保湿，应该不会太差。	B-jiage I-jiage I-jiage I-jiage O B-pos I-pos I-pos I-pos I-pos O O O O O O O O O O O O O O O O O O O O O O O O O O O O
2531	之前用过 感觉很水润 所以又买了	O O O O O O O B-pos I-pos I-pos O O O O O O
2532	和我的小伙伴一起用的比较油腻必须用水洗两遍才会好，现在左右还没有看到，希望这两天能够有好的效果。	O O O O O O O O O O B-neg I-neg I-neg I-neg O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
2533	刚收到没开始用，期待效果，搞活动，秒的，价格还可以，好用会回头的	O O O O O O O O O O O O O O B-jiage I-jiage O O O O B-jiage I-jiage B-pos I-pos I-pos O O O O O O O
2534	不好卡粉，还一百多块钱的东西啊，和几十块钱的差不多?	B-neg I-neg B-neg I-neg O O O O O O O O O O O O O O O O O O O O O O
2535	家里的面膜全部换成***，我姐家也塞满了，现在是一天一片，保湿效果真的很好！	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-gongxiao I-gongxiao I-gongxiao I-gongxiao O O B-pos I-pos O
2536	精华水少，面膜有点硬，总体还不错	B-chengfen I-chengfen I-chengfen B-neg O O O B-neg I-neg I-neg O O O B-pos I-pos I-pos
2537	好用  物流很快	B-pos I-pos O O B-wuliu I-wuliu B-pos I-pos
2538	还行，还OK啦	B-pos I-pos O O O O O
2539	少送了一瓶，卖家又给多发了一瓶好评	O O O O O O O O O O O O O O O B-pos I-pos
2540	一直用。很好，喜欢，还送了抱枕，挺好的，用完，在来买。呵呵，好评	O O O O B-pos I-pos O B-pos I-pos O O O O O O O B-pos I-pos I-pos O O O O O O O O O O O O O
2541	这款面膜回购的，补水效果非常好	O O O O O O O O B-gongxiao I-gongxiao I-gongxiao I-gongxiao B-pos I-pos I-pos
2542	这个也是第一次购买，听朋友说挺好用的，自己也来试试，用过之后挺自然的，问道也可以，真喜欢。	O O O O O O O O O O O O O O B-pos I-pos I-pos I-pos O O O O O O O O O O O O B-pos I-pos I-pos I-pos O B-qiwei I-qiwei O B-pos I-pos O B-pos I-pos I-pos O
2543	物流超级差 到达目的地5天才派送	B-wuliu I-wuliu B-neg I-neg I-neg O O O O O O O O O O O
2544	面膜很好，一直用他家的，很好用哦！	O O B-pos I-pos O O O O O O O O B-pos I-pos I-pos O O
2545	物流很快还是那个味道  正装一如既往的好送的比之前的少了点  寄保质期也比较近了&hellip	B-wuliu I-wuliu B-pos I-pos O O O O B-qiwei I-qiwei O O O O O O O O O B-pos O O O O O O O O O O O O B-xinxiandu I-xinxiandu I-xinxiandu O B-neg I-neg I-neg O O O O O O O O
2546	强力推荐的面膜，超级好用补水水润，喜欢喜欢。	B-pos I-pos I-pos I-pos O O O O B-pos I-pos I-pos I-pos B-pos I-pos B-pos I-pos O B-pos I-pos O O O
2547	上妆效果：上妆效果一般咯 持久情况：持久度不错	O O O O O B-gongxiao I-gongxiao I-gongxiao I-gongxiao B-neu I-neu O O O O O O O B-gongxiao I-gongxiao I-gongxiao B-pos I-pos
2548	不好，不好，没有实体店里好，好刺鼻啊，	B-neg I-neg O O O O O O O O O O O O B-neg I-neg I-neg O O
2549	这个挺好用的，之前也是用的这个都是在店里买的，这次在网上买的也不错，脸比较干这个保湿效果还行	O O B-pos I-pos I-pos O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-gongxiao I-gongxiao I-gongxiao I-gongxiao B-pos I-pos
2550	跟实体店一样的，关键是还送了两瓶甲油，我皮肤偏黄，选了紫色，试用了一下，不油，特别喜欢	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-pos I-pos O B-pos I-pos I-pos I-pos
2551	不错哦，挺好用的，保湿补水	B-pos I-pos I-pos O B-pos I-pos I-pos I-pos O B-pos I-pos B-pos I-pos
2552	第二次购买的，一直用这个，好用，发货速度快，很满意	O O O O O O O O O O O O O B-pos I-pos O B-wuliu I-wuliu I-wuliu I-wuliu B-pos O B-pos I-pos I-pos
2553	试了一下，挺水润的，给妈妈买的。	O O O O O B-pos I-pos I-pos I-pos O O O O O O O
2554	非常好用，不干，湿润，美白，效果好！	B-pos I-pos I-pos I-pos O B-pos I-pos O B-pos I-pos O B-pos I-pos O O O O O
2555	很好用的一款cc霜	B-pos I-pos I-pos O O O O O O
2556	用着很干，不好用。	O O B-neg I-neg O B-neg I-neg I-neg O
2557	多次购买！好评！	O O O O O B-pos I-pos O
2558	比自己皮肤颜色稍微白一点，还是比较自然的，一点点可以用全脸	O O O O O B-baozhuang I-baozhuang B-neu I-neu I-neu I-neu I-neu O O O B-pos I-pos I-pos I-pos O O O O O O O O O O
2559	上次买了一支清洗的很干净，看见有活动又马上囤了两支	O O O O O O B-gongxiao I-gongxiao O B-pos I-pos I-pos O O O O B-jiage I-jiage O O O O O O O
2560	东西不错，值得购买，加油	O O B-pos I-pos O O O O O O O O
2561	好很好非常好	B-pos B-pos I-pos B-pos I-pos I-pos
2562	宝贝收到了，跟描述的一样，试用了一下有淡淡的清香味，还可以。满意	O O O O O O O O O O O O O O O O O O O B-pos I-pos I-pos B-qiwei I-qiwei I-qiwei O B-pos I-pos I-pos O B-pos I-pos
2563	还不错，不会泛白，刚上脸会有点油，过一会儿就不会了，酒精味跟碧柔一样那么重，但不会辣眼睛	B-pos I-pos I-pos O O O O O O O O O O O O O O O O O O O O O O O B-qiwei I-qiwei I-qiwei O O O O O B-neu I-neu I-neu O O O O O O O
2564	感觉可以，	O O B-pos I-pos O
2565	****物流速度快，商品价格优惠！	O O O O B-wuliu I-wuliu I-wuliu I-wuliu B-pos O O O B-jiage I-jiage B-pos I-pos O
2566	产品收到了，还没有用，不过价格很便宜，还送了面膜呢	O O O O O O O O O O O O O B-jiage I-jiage B-pos I-pos I-pos O O O O O O O
2567	不知为什么这次的酒精味都点大，之前的都没什么酒精味	O O O O O O O O B-qiwei I-qiwei I-qiwei O O O O O O O O O O O O O O
2568	之前买过一次，用了觉得补水效果还不错，赶上活动就又囤了点货	O O O O O O O O O O O B-gongxiao I-gongxiao I-gongxiao I-gongxiao B-pos I-pos I-pos O O O O O O O O O O O
2569	味道很清新自然	B-qiwei I-qiwei B-pos I-pos I-pos B-pos I-pos
2570	很好，多次购买，希望38节活动多多	B-pos I-pos O O O O O O O O O O O O O O O
2571	用过很好！支持***买来送朋友！质量也很好！外包装也很卫生！? ? ?	O O B-pos I-pos O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
2572	***，一直用这个牌子的护肤品，感觉好用	O O O O O O O O O O O O O O O O O O B-pos I-pos
2573	宝贝收到了，用着很不错，客服小海龙非常好。	O O O O O O O O B-pos I-pos I-pos O B-fuwu I-fuwu O O O B-pos I-pos I-pos O
2574	快递很快呀 比我想的早多啦开心～	B-wuliu I-wuliu B-pos I-pos O O O O O O O O O O O O
2575	味道挺好闻的	B-qiwei I-qiwei B-pos I-pos I-pos I-pos
2576	不怎么亮肤	B-neg I-neg I-neg I-neg I-neg
